bread	0	0	0	4.013923	0.2000663	-0.3401465
mixer	0	78.25	0	0.72	1.20691	-0.1201465
calendar	0	-90	0	4.083922	1.108645	-2.150146
knife	0	30	0	0.3872239	1.253112	-1.925864
saucepan	0	-16.27	0	2.773923	0.7901503	-2.820147
mug	0	0	0	1.233923	1.253029	-0.2301465
fruitBowl	0	0	0	3.033923	0.203125	-4.930146
hat	90	0	0	0.9939226	0.3216662	-4.920146
toy	0	177.7	0	1.263923	1.923942	-0.1101465
bookPile	0	69.44	0	0.1939225	1.280081	-0.3901465
helmet	0	0	0	4.183923	0.2639971	-3.530147
fan	0	40	0	0.2439227	1.336966	-2.390146
dishes	90	0	0	0.2039225	1.206964	-1.330146
glassContainer	0	13.63	0	0.1839225	1.856082	-0.6001465
toaster	0	-108.13	0	0.1789228	1.916203	-2.4
microwave	0	90	0	0.4	0.9846413	-3.84
umbrella	0	30	0	0.4475829	1.957844	-4.842563
kitchenRoll	0	33.7	0	1.833923	1.312402	-0.2501465
teaPot	0	81.06	0	4.242129	1.619896	-4.183488
towel	0	60	0	3.373923	1.144464	-2.100147
