knife	0	30	0	4.183923	0.2161719	-3.530147
calendar	0	79.9	0	0.3839226	1.244567	-1.950146
helmet	0	30	0	1.233923	1.270964	-0.2301465
mixer	0	78.25	0	0.72	1.20691	-0.1201465
hat	90	0	0	4.083922	1.188365	-2.150146
kitchenRoll	0	20	0	4.013923	0.3061718	-0.3401465
glassContainer	0	0	0	0.1939225	1.260172	-0.4901464
towel	0	20	0	0.4939226	1.987109	-4.950147
teaPot	0	80.95	0	0.2439227	1.323217	-2.390146
dishes	90	0	0	0.4139225	0.8067632	-3.790147
toaster	0	79.42	0	0.1599033	1.916082	-0.58
fruitBowl	0	0	0	3.373923	1.11677	-2.100147
mug	0	97.1	0	0.2039225	1.253029	-1.380146
fan	0	60	0	1.04	1.939	-0.12
toy	0	61.29	0	0.1856214	1.924065	-2.406166
microwave	0	0	0	1.014608	0.4252093	-4.919681
bookPile	0	206.2	0	1.833923	1.277016	-0.2501465
umbrella	0	50	0	2.773923	0.8461719	-2.820147
bread	0	0	0	3.033923	0.1861719	-4.930146
saucepan	0	40	0	4.203923	1.496172	-4.240143
