"subNum","objNum","kitchen","expectancy","recollection","familiar","guess","noMemory"
44,"toy","non-kitchen",-7.980456,"not recollected","familiar","not guessed",0
44,"pile of books","non-kitchen",5.863192,"not recollected","not familiar","guessed",0
44,"umbrella","non-kitchen",-41.368078,"not recollected","not familiar","not guessed",1
44,"hat","non-kitchen",-57.166124,"not recollected","not familiar","guessed",0
44,"helmet","non-kitchen",-28.990228,"not recollected","not familiar","guessed",0
44,"calendar","non-kitchen",29.641694,"not recollected","not familiar","not guessed",1
44,"fan","non-kitchen",-14.006515,"not recollected","familiar","not guessed",0
45,"microwave","kitchen",81.107492,"recollected","not familiar","not guessed",0
45,"kitchen roll","kitchen",72.312704,"not recollected","not familiar","guessed",0
45,"saucepan","kitchen",38.762215,"not recollected","not familiar","guessed",0
45,"toaster","kitchen",-100,"recollected","not familiar","not guessed",0
45,"bowl of fruits","kitchen",-50.651466,"recollected","not familiar","not guessed",0
45,"tea pot","kitchen",-77.361564,"not recollected","familiar","not guessed",0
45,"knife","kitchen",-100,"recollected","not familiar","not guessed",0
45,"mixer","kitchen",78.013029,"not recollected","not familiar","not guessed",1
45,"bread","kitchen",15.635179,"not recollected","familiar","not guessed",0
45,"glass jug","kitchen",-18.241042,"not recollected","not familiar","guessed",0
45,"mug","kitchen",90.716612,"not recollected","not familiar","not guessed",1
45,"dishes","kitchen",-100,"recollected","not familiar","not guessed",0
45,"towels","non-kitchen",37.459283,"not recollected","not familiar","guessed",0
45,"toy","non-kitchen",44.95114,"not recollected","familiar","not guessed",0
45,"pile of books","non-kitchen",70.358306,"recollected","not familiar","not guessed",0
45,"umbrella","non-kitchen",-94.299674,"recollected","not familiar","not guessed",0
45,"hat","non-kitchen",-85.667752,"not recollected","familiar","not guessed",0
45,"helmet","non-kitchen",15.472313,"not recollected","not familiar","guessed",0
45,"calendar","non-kitchen",-35.667752,"recollected","not familiar","not guessed",0
45,"fan","non-kitchen",-65.960912,"not recollected","not familiar","not guessed",1
46,"microwave","kitchen",100,"recollected","not familiar","not guessed",0
46,"kitchen roll","kitchen",83.550489,"recollected","not familiar","not guessed",0
46,"saucepan","kitchen",90.228013,"not recollected","not familiar","not guessed",1
46,"toaster","kitchen",-100,"not recollected","not familiar","guessed",0
46,"bowl of fruits","kitchen",-100,"recollected","not familiar","not guessed",0
46,"tea pot","kitchen",-21.009772,"not recollected","not familiar","guessed",0
46,"knife","kitchen",-100,"recollected","not familiar","not guessed",0
46,"mixer","kitchen",-66.938111,"recollected","not familiar","not guessed",0
46,"bread","kitchen",-100,"not recollected","not familiar","guessed",0
46,"glass jug","kitchen",-62.37785,"recollected","not familiar","not guessed",0
46,"mug","kitchen",100,"not recollected","not familiar","guessed",0
46,"dishes","kitchen",-100,"recollected","not familiar","not guessed",0
46,"towels","non-kitchen",18.566775,"not recollected","not familiar","guessed",0
46,"toy","non-kitchen",58.631922,"recollected","not familiar","not guessed",0
46,"pile of books","non-kitchen",88.273616,"recollected","not familiar","not guessed",0
46,"umbrella","non-kitchen",34.690554,"recollected","not familiar","not guessed",0
46,"hat","non-kitchen",-100,"not recollected","familiar","not guessed",0
46,"helmet","non-kitchen",-100,"recollected","not familiar","not guessed",0
46,"calendar","non-kitchen",75.2443,"recollected","not familiar","not guessed",0
46,"fan","non-kitchen",-100,"not recollected","not familiar","guessed",0
47,"microwave","kitchen",97.394137,"not recollected","familiar","not guessed",0
47,"kitchen roll","kitchen",47.882736,"recollected","not familiar","not guessed",0
47,"saucepan","kitchen",100,"not recollected","familiar","not guessed",0
47,"toaster","kitchen",100,"recollected","not familiar","not guessed",0
47,"bowl of fruits","kitchen",-100,"not recollected","not familiar","guessed",0
47,"tea pot","kitchen",68.078176,"not recollected","not familiar","guessed",0
47,"knife","kitchen",-37.785016,"not recollected","not familiar","guessed",0
47,"mixer","kitchen",-68.729642,"not recollected","not familiar","guessed",0
47,"bread","kitchen",64.65798,"recollected","not familiar","not guessed",0
47,"glass jug","kitchen",61.563518,"not recollected","not familiar","guessed",0
47,"mug","kitchen",51.140065,"not recollected","not familiar","guessed",0
47,"dishes","kitchen",100,"recollected","not familiar","not guessed",0
47,"towels","non-kitchen",-82.57329,"recollected","not familiar","not guessed",0
47,"toy","non-kitchen",100,"recollected","not familiar","not guessed",0
47,"pile of books","non-kitchen",48.208469,"not recollected","not familiar","not guessed",1
47,"umbrella","non-kitchen",34.690554,"not recollected","not familiar","guessed",0
47,"hat","non-kitchen",100,"recollected","not familiar","not guessed",0
47,"helmet","non-kitchen",18.892508,"not recollected","not familiar","not guessed",1
47,"calendar","non-kitchen",-100,"not recollected","familiar","not guessed",0
47,"fan","non-kitchen",87.62215,"recollected","not familiar","not guessed",0
48,"microwave","kitchen",100,"recollected","not familiar","not guessed",0
48,"kitchen roll","kitchen",50.162866,"recollected","not familiar","not guessed",0
48,"saucepan","kitchen",69.869707,"not recollected","not familiar","guessed",0
48,"toaster","kitchen",-89.576547,"recollected","not familiar","not guessed",0
48,"bowl of fruits","kitchen",-14.820847,"not recollected","familiar","not guessed",0
48,"tea pot","kitchen",69.869707,"recollected","not familiar","not guessed",0
48,"knife","kitchen",-40.390879,"not recollected","not familiar","guessed",0
48,"mixer","kitchen",49.348534,"recollected","not familiar","not guessed",0
48,"bread","kitchen",-39.576547,"recollected","not familiar","not guessed",0
48,"glass jug","kitchen",79.80456,"not recollected","not familiar","guessed",0
48,"mug","kitchen",80.456026,"not recollected","not familiar","guessed",0
48,"dishes","kitchen",-79.80456,"recollected","not familiar","not guessed",0
48,"towels","non-kitchen",80.456026,"not recollected","familiar","not guessed",0
48,"toy","non-kitchen",29.967427,"recollected","not familiar","not guessed",0
48,"pile of books","non-kitchen",20.032573,"not recollected","familiar","not guessed",0
48,"umbrella","non-kitchen",-15.309446,"recollected","not familiar","not guessed",0
48,"hat","non-kitchen",-20.521173,"not recollected","familiar","not guessed",0
48,"helmet","non-kitchen",-19.869707,"not recollected","not familiar","guessed",0
48,"calendar","non-kitchen",24.592834,"not recollected","familiar","not guessed",0
48,"fan","non-kitchen",-29.641694,"not recollected","familiar","not guessed",0
