1	369.5	16.8333333333333	127.666666666667	1	13	14
2	300.583333333333	146	146	9	10	10
3	83.75	226	93.9166666666667	16	15	6
4	39.75	196.5	299.25	4	9	19
5	307.166666666667	380.416666666667	210.166666666667	2	18	7
6	357.166666666667	350.583333333333	254.333333333333	17	2	15
7	64.6666666666667	291.583333333333	55	6	17	5
8	228.166666666667	324.5	210.666666666667	14	3	17
9	329.25	33.0833333333333	263.75	19	4	20
10	75.5	255.166666666667	312.25	10	14	1
11	244.666666666667	123	86.1666666666667	15	12	4
12	161.833333333333	80	50.8333333333333	5	6	16
13	205.666666666667	228.5	197.333333333333	8	1	18
14	33.8333333333333	187.666666666667	146.75	13	20	8
15	289.833333333333	172.083333333333	298	18	16	11
16	176.833333333333	174.583333333333	189.5	3	11	12
17	122.666666666667	241.666666666667	189.083333333333	7	5	3
18	138	158.083333333333	141.25	12	7	9
19	154.583333333333	290.916666666667	89.6666666666667	11	8	13
20	193.583333333333	284.833333333333	217	20	19	2
