1	129.583333333333	16.8333333333333	299.916666666667	11	13	2
2	328.666666666667	146	328.833333333333	14	10	8
3	286.083333333333	172.5	189.75	8	5	11
4	66.75	248.166666666667	101.416666666667	12	20	15
5	38.1666666666667	206.916666666667	367.083333333333	4	14	19
6	356.25	69.8333333333333	160.166666666667	20	6	5
7	341	324.583333333333	64.6666666666667	3	19	6
8	233.083333333333	47.9166666666667	65.8333333333333	15	4	13
9	295.416666666667	111.5	181.5	2	15	14
10	75.5	295.5	319.416666666667	10	8	20
11	373.833333333333	373.833333333333	61.0833333333333	7	7	10
12	161.833333333333	369	353.166666666667	5	1	9
13	96.75	197.333333333333	45.5	6	18	4
14	239.5	255.333333333333	230.5	18	9	12
15	41.1666666666667	298	287.833333333333	13	11	17
16	254.25	172.416666666667	217.333333333333	17	2	18
17	106.583333333333	188.916666666667	142.166666666667	16	12	1
18	177.166666666667	94.0833333333333	158.083333333333	1	16	7
19	284.666666666667	299.083333333333	98.25	9	17	16
20	284.833333333333	250.5	250.5	19	3	3
