microwave	0	90	0	0.2039225	1.370172	-1.160146
kitchenRoll	0	20	0	1.233923	1.310172	-0.2301465
saucepan	0	10	0	2.773923	0.8461719	-2.820147
toaster	0	50	0	1.833923	1.220172	-0.2501465
fruitBowl	0	0	0	0.3539226	1.246172	-1.970146
teaPot	0	40	0	4.242129	1.606172	-4.183488
knife	40	0	0	1.153923	1.82877	-0.06554475
mixer	0	20	0	0.4939226	1.976172	-4.950147
bread	0	0	0	3.033923	0.1861719	-4.930146
glassContainer	0	0	0	0.3839226	0.8961719	-3.780147
mug	0	0	0	3.373923	1.186172	-2.100147
dishes	90	0	0	0.1939225	1.206172	-0.4801464
towel	0	10	0	4.083922	1.176172	-2.150146
toy	0	40	0	0.1839225	1.926172	-0.6001465
bookPile	0	20	0	0.257583	1.876172	-2.403486
umbrella	0	60	0	4.013923	0.2061719	-0.3401465
hat	90	0	0	4.183923	0.2861719	-3.530147
helmet	0	0	0	0.7139225	1.286172	-0.1101465
calendar	0	70	0	0.9939226	0.3461719	-4.920146
fan	0	40	0	0.2439227	1.392172	-2.390146
