microwave	0	90	0	0.2039225	1.370172	-1.160146
kitchenRoll	0	50	0	0.4885637	2.066172	-4.860864
saucepan	0	40	0	4.203923	1.496172	-4.240143
toaster	0	90	0	0.7539225	1.206172	-0.04014653
fruitBowl	0	0	0	2.773923	0.8361719	-2.820147
teaPot	0	40	0	4.183923	0.2961718	-3.530147
knife	0	30	0	0.1706212	1.216172	-0.4497875
mixer	0	60	0	0.2439227	1.222172	-2.390146
bread	0	0	0	3.033923	0.1861719	-4.930146
glassContainer	0	0	0	0.3439226	1.236172	-1.960146
mug	0	0	0	3.373923	1.186172	-2.100147
dishes	90	0	0	1.833923	1.200172	-0.2501465
towel	0	30	0	0.3839226	0.9261718	-3.780147
toy	0	40	0	0.1839225	1.926172	-0.6001465
bookPile	0	50	0	1.263923	1.866172	-0.1101465
umbrella	0	60	0	4.013923	0.2061719	-0.3401465
hat	90	0	0	1.233923	1.279261	-0.2197277
helmet	0	20	0	4.083922	1.206172	-2.150146
calendar	0	70	0	0.9939226	0.3461719	-4.920146
fan	0	40	0	0.2439227	1.996172	-2.407146
