microwave	0	90	0	0.3839226	1.416172	-2.020146
kitchenRoll	0	50	0	4.083922	1.246172	-2.150146
saucepan	0	40	0	0.1626659	1.216172	-0.5674119
toaster	0	30	0	0.1599033	1.806172	-0.498544
fruitBowl	0	0	0	3.373923	1.156172	-2.100147
teaPot	0	40	0	4.242129	1.606172	-4.183488
knife	0	20	0	0.9939226	0.2861719	-4.920146
mixer	0	70	0	0.6339226	1.206172	-0.1201465
bread	0	0	0	4.013923	0.1961719	-0.3401465
glassContainer	0	0	0	0.3839226	0.8961719	-3.780147
mug	0	30	0	0.2439227	1.856172	-2.407146
dishes	90	0	0	0.4939226	1.966172	-4.950147
towel	0	70	0	4.183923	0.2261719	-3.530147
toy	0	30	0	2.773923	0.9261718	-2.820147
bookPile	0	30	0	0.2839225	1.270172	-1.270146
umbrella	0	50	0	1.833923	1.200172	-0.2501465
hat	2490	190	130	0.2298894	1.289623	-2.377851
helmet	0	30	0	1.233923	1.280172	-0.2301465
calendar	0	40	0	1.263923	1.896172	-0.1101465
fan	0	0	0	3.033923	0.3761718	-4.930146
