microwave	0	180	0	0.8639224	1.376172	-0.18
kitchenRoll	0	50	0	0.4885637	2.066172	-4.860864
saucepan	0	40	0	0.1839225	1.816172	-0.6001465
toaster	0	0	0	0.2439227	0.8861719	-3.730147
fruitBowl	0	0	0	1.833923	1.210172	-0.2501465
teaPot	0	40	0	4.242129	1.606172	-4.183488
knife	0	30	0	0.1706212	1.216172	-0.4497875
mixer	0	30	0	3.373923	1.166172	-2.100147
bread	0	0	0	3.033923	0.1861719	-4.930146
glassContainer	0	0	0	4.183923	0.2061719	-3.530147
mug	0	0	0	1.233923	1.250172	-0.2301465
dishes	90	0	0	4.013923	0.1961719	-0.3401465
towel	0	60	0	1.190622	1.836172	-0.137108
toy	0	90	0	0.3889226	1.346172	-1.921486
bookPile	0	0	0	4.083922	1.206172	-2.150146
umbrella	0	40	0	0.4339224	1.190172	-1.270146
hat	90	0	0	0.9939226	0.3261719	-4.920146
helmet	0	0	0	2.773923	0.8961718	-2.820147
calendar	0	0	0	0.2439227	1.896172	-2.407146
fan	0	40	0	0.2439227	1.392172	-2.390146
