microwave	0	0	0	0.9939226	0.4261718	-4.920146
kitchenRoll	0	20	0	4.013923	0.3061718	-0.3401465
saucepan	0	40	0	4.203923	1.496172	-4.240143
toaster	0	30	0	0.1599033	1.806172	-0.498544
fruitBowl	0	0	0	3.373923	1.156172	-2.100147
teaPot	0	40	0	0.2439227	1.312172	-2.390146
knife	0	30	0	4.183923	0.2161719	-3.530147
mixer	0	70	0	0.6339226	1.206172	-0.1201465
bread	0	0	0	3.033923	0.1861719	-4.930146
glassContainer	0	0	0	0.1939225	1.216172	-0.4901464
mug	0	40	0	0.2039225	1.260172	-1.380146
dishes	90	0	0	0.4139225	0.8861719	-3.790147
towel	0	20	0	0.4939226	1.986172	-4.950147
toy	0	30	0	0.1856214	1.926172	-2.406166
bookPile	0	60	0	1.833923	1.270172	-0.2501465
umbrella	0	50	0	2.773923	0.8461719	-2.820147
hat	90	0	0	4.083922	1.216172	-2.150146
helmet	0	30	0	1.233923	1.280172	-0.2301465
calendar	0	0	0	0.3839226	1.346172	-1.950146
fan	0	60	0	1.263923	1.996172	-0.1101465
