microwave	0	270	0	1.833923	1.370172	-0.2501465
kitchenRoll	0	30	0	4.203923	1.606172	-4.230143
saucepan	0	30	0	0.4139225	1.256172	-2.024787
toaster	0	30	0	0.1599033	1.806172	-0.498544
fruitBowl	0	0	0	4.083922	1.166172	-2.040147
teaPot	0	20	0	2.783923	0.9261718	-2.802826
knife	40	0	0	1.153923	1.82877	-0.06554475
mixer	0	40	0	4.183923	0.2161719	-3.530147
bread	0	0	0	3.033923	0.1861719	-4.930146
glassContainer	0	0	0	0.2439227	1.212172	-2.390146
mug	0	40	0	0.2039225	1.260172	-1.380146
dishes	90	0	0	4.013923	0.1961719	-0.3401465
towel	0	20	0	0.9939226	0.2961719	-4.920146
toy	0	30	0	0.1856214	1.926172	-2.406166
bookPile	0	20	0	0.4939226	2.036172	-4.950147
umbrella	0	50	0	0.3839226	0.8861719	-3.780147
hat	90	0	0	0.2139225	1.286172	-0.4801464
helmet	0	30	0	1.233923	1.280172	-0.2301465
calendar	0	50	0	3.373923	1.236172	-2.100147
fan	0	60	0	0.6339226	1.396172	-0.1201465
