microwave	0	90	0	0.1939225	1.376172	-0.7201462
kitchenRoll	0	20	0	1.233923	1.310172	-0.2301465
saucepan	0	30	0	0.4412431	0.8961719	-3.839429
toaster	0	90	0	0.7539225	1.206172	-0.04014653
fruitBowl	0	0	0	0.2739225	1.200172	-1.300146
teaPot	0	50	0	4.083922	1.236172	-2.150146
knife	40	0	0	0.4939226	2.014248	-4.877052
mixer	0	0	0	1.273923	1.806172	-0.04014654
bread	0	0	0	3.033923	0.1861719	-4.930146
glassContainer	0	0	0	4.203923	1.506172	-4.220142
mug	0	0	0	3.373923	1.186172	-2.100147
dishes	90	0	0	2.773923	0.8561718	-2.830147
towel	0	60	0	4.013923	0.2361719	-0.3401465
toy	0	30	0	0.2439227	1.322172	-2.390146
bookPile	0	30	0	0.4801662	1.346172	-1.906845
umbrella	0	20	0	0.2439227	1.816172	-2.407146
hat	90	0	0	1.833923	1.280172	-0.2501465
helmet	0	40	0	0.9939226	0.3161719	-4.920146
calendar	0	100	0	4.183923	0.3061718	-3.530147
fan	0	50	0	0.1839225	1.986172	-0.6001465
