microwave	0	90	0	0.3839226	1.416172	-2.020146
kitchenRoll	0	30	0	0.2439227	1.906172	-2.407146
saucepan	0	40	0	4.013923	0.2061719	-0.3401465
toaster	0	90	0	0.7539225	1.206172	-0.04014653
fruitBowl	0	0	0	3.373923	1.156172	-2.100147
teaPot	0	40	0	0.2124771	1.316172	-0.5152695
knife	40	0	0	0.4939226	2.014248	-4.877052
mixer	0	40	0	4.083922	1.166172	-2.150146
bread	0	0	0	0.1839225	1.806172	-0.6001465
glassContainer	0	0	0	0.9939226	0.2761719	-4.920146
mug	0	0	0	1.833923	1.250172	-0.2501465
dishes	90	0	0	2.773923	0.8561718	-2.830147
towel	0	30	0	0.3839226	0.9261718	-3.780147
toy	0	70	0	4.183923	0.3161718	-3.510147
bookPile	0	70	0	4.247339	1.566172	-4.153944
umbrella	0	150	0	1.263923	1.796172	-0.1101465
hat	2490	190	130	0.2298894	1.289623	-2.377851
helmet	0	60	0	3.033923	0.2661719	-4.930146
calendar	0	0	0	0.2139225	1.300172	-1.240146
fan	0	60	0	1.233923	1.390172	-0.2301465
