microwave	0	90	0	0.3839226	1.416172	-2.020146
kitchenRoll	0	20	0	0.9973955	0.3561718	-4.90045
saucepan	0	0	0	0.4939226	1.976172	-4.950147
toaster	0	0	0	0.2439227	1.222172	-2.390146
fruitBowl	0	0	0	1.833923	1.210172	-0.2501465
teaPot	0	20	0	2.783923	0.9261718	-2.802826
knife	0	50	0	4.013923	0.2061719	-0.3401465
mixer	0	40	0	4.083922	1.166172	-2.150146
bread	0	0	0	3.373923	1.156172	-2.100147
glassContainer	0	0	0	0.6339226	1.206172	-0.1301465
mug	0	0	0	1.233923	1.250172	-0.2301465
dishes	90	0	0	3.033923	0.1961719	-4.940146
towel	0	20	0	0.2179419	1.836172	-2.392146
toy	0	110	0	4.215696	1.616172	-4.181202
bookPile	0	30	0	0.2839225	1.270172	-1.270146
umbrella	0	60	0	4.183923	0.2161719	-3.530147
hat	90	0	0	0.4839225	0.9661718	-3.790147
helmet	0	0	0	0.1839225	1.876172	-0.6001465
calendar	0	40	0	1.263923	1.896172	-0.1101465
fan	0	50	0	0.2483006	1.406172	-0.6243324
