microwave	0	90	0	0.3839226	1.416172	-2.020146
kitchenRoll	0	30	0	3.033923	0.3061718	-4.930146
saucepan	0	0	0	0.4939226	1.976172	-4.950147
toaster	0	60	0	4.083922	1.166172	-2.150146
fruitBowl	0	0	0	4.013923	0.1961719	-0.3401465
teaPot	0	0	0	1.233923	1.310172	-0.2301465
knife	40	0	0	1.153923	1.82877	-0.06554475
mixer	0	0	0	2.773923	0.8461719	-2.820147
bread	0	0	0	0.2039225	1.200172	-1.290146
glassContainer	0	0	0	0.1839225	1.806172	-0.6001465
mug	0	0	0	3.373923	1.186172	-2.100147
dishes	90	0	0	1.833923	1.200172	-0.2501465
towel	0	60	0	4.17902	1.526172	-4.143278
toy	0	60	0	0.7068649	1.316172	-0.1738067
bookPile	0	20	0	0.257583	1.876172	-2.403486
umbrella	0	30	0	0.9939226	0.2461719	-4.920146
hat	2490	190	130	0.2298894	1.289623	-2.377851
helmet	0	0	0	4.183923	0.2661719	-3.530147
calendar	0	0	0	0.4339225	0.9961718	-3.810147
fan	0	50	0	0.2483006	1.406172	-0.6243324
