microwave	0	90	0	0.3839226	1.416172	-2.020146
kitchenRoll	0	40	0	0.3914633	1.006172	-3.852556
saucepan	0	40	0	4.013923	0.2061719	-0.3401465
toaster	0	60	0	4.183923	0.2061719	-3.530147
fruitBowl	0	0	0	0.6339226	1.206172	-0.1201465
teaPot	0	20	0	2.783923	0.9261718	-2.802826
knife	1840	1590	1270	0.1925429	1.844475	-0.6051111
mixer	0	70	0	0.1471896	1.220172	-1.184309
bread	0	0	0	1.833923	1.210172	-0.2501465
glassContainer	0	0	0	0.5639225	1.996172	-4.950147
mug	0	0	0	1.233923	1.250172	-0.2301465
dishes	90	0	0	0.1939225	1.206172	-0.4801464
towel	0	60	0	1.190622	1.836172	-0.137108
toy	0	40	0	4.083922	1.256172	-2.150146
bookPile	0	20	0	0.2439227	1.272172	-2.390146
umbrella	0	20	0	0.2439227	1.816172	-2.407146
hat	90	0	0	4.203923	1.586172	-4.190142
helmet	0	60	0	3.033923	0.2661719	-4.930146
calendar	0	70	0	0.9939226	0.3461719	-4.920146
fan	0	110	0	3.373923	1.336172	-2.100147
