microwave	0	90	0	0.3839226	1.416172	-2.020146
kitchenRoll	0	20	0	1.233923	1.310172	-0.2301465
saucepan	0	20	0	0.2439227	1.816172	-2.407146
toaster	0	60	0	3.373923	1.166172	-2.100147
fruitBowl	0	0	0	0.6339226	1.206172	-0.1201465
teaPot	0	20	0	4.013923	0.2861719	-0.3401465
knife	0	30	0	4.083922	1.166172	-2.150146
mixer	0	50	0	1.073923	0.2761719	-5.02139
bread	0	0	0	0.4939226	1.956172	-4.950147
glassContainer	0	0	0	0.3839226	0.8961719	-3.780147
mug	0	50	0	0.2239225	1.266172	-0.442108
dishes	90	0	0	1.833923	1.200172	-0.2501465
towel	0	50	0	0.1839225	1.836172	-0.6001465
toy	0	30	0	0.2439227	1.322172	-2.390146
bookPile	0	50	0	1.263923	1.866172	-0.1101465
umbrella	0	80	0	4.203923	1.496172	-4.150141
hat	90	0	0	3.033923	0.3011797	-4.883083
helmet	0	0	0	2.773923	0.8961718	-2.820147
calendar	0	0	0	0.2139225	1.300172	-1.240146
fan	0	0	0	4.183923	0.3761718	-3.530147
