microwave	0	90	0	0.3839226	1.416172	-2.020146
kitchenRoll	0	100	0	0.6339226	1.316172	-0.1201465
saucepan	0	0	0	3.033923	0.2061719	-4.930146
toaster	0	60	0	3.373923	1.166172	-2.100147
fruitBowl	0	0	0	1.223923	1.796172	-0.09014653
teaPot	0	0	0	0.9939226	0.3361719	-4.920146
knife	0	30	0	4.083922	1.166172	-2.150146
mixer	0	0	0	4.203923	1.506172	-4.12014
bread	0	0	0	4.013923	0.1961719	-0.3401465
glassContainer	0	0	0	4.183923	0.2061719	-3.530147
mug	0	0	0	1.233923	1.250172	-0.2301465
dishes	90	0	0	1.833923	1.200172	-0.2501465
towel	0	20	0	0.4939226	1.986172	-4.950147
toy	0	40	0	0.1939225	1.336172	-0.3901465
bookPile	0	30	0	0.4608841	0.9561718	-3.793447
umbrella	0	20	0	0.2439227	1.212172	-2.390146
hat	90	0	0	0.1839225	1.886172	-0.6001465
helmet	0	0	80	0.3739224	1.270172	-1.220146
calendar	0	0	0	0.2439227	1.896172	-2.407146
fan	0	70	0	2.773923	1.006172	-2.820147
