microwave	0	270	0	1.233923	1.370172	-0.2301465
kitchenRoll	0	30	0	4.183923	0.3061718	-3.530147
saucepan	0	30	0	0.4139225	1.256172	-2.024787
toaster	0	0	0	0.2439227	0.8861719	-3.730147
fruitBowl	0	0	0	0.4939226	1.976172	-4.950147
teaPot	0	40	0	0.1839225	1.906172	-0.6001465
knife	0	30	0	4.083922	1.166172	-2.150146
mixer	0	100	0	0.1366188	1.226172	-0.7151328
bread	0	0	0	3.033923	0.1861719	-4.930146
glassContainer	0	0	0	4.013923	0.1961719	-0.3401465
mug	0	30	0	0.2439227	1.262172	-2.390146
dishes	90	0	0	2.773923	0.8561718	-2.830147
towel	0	40	0	0.384709	1.230172	-1.276962
toy	0	30	0	0.1856214	1.926172	-2.406166
bookPile	0	0	0	0.9939226	0.3261719	-4.920146
umbrella	0	0	0	3.373923	1.156172	-2.100147
hat	90	0	0	1.833923	1.280172	-0.2501465
helmet	0	30	0	1.263923	1.876172	-0.1101465
calendar	0	60	0	4.318925	1.596172	-4.200959
fan	0	60	0	0.6339226	1.396172	-0.1201465
