microwave	0	90	0	0.3839226	1.416172	-2.020146
kitchenRoll	0	40	0	0.3914633	1.006172	-3.852556
saucepan	0	0	0	0.4939226	1.976172	-4.950147
toaster	0	0	0	0.2039225	1.220172	-1.240146
fruitBowl	0	0	0	0.6339226	1.206172	-0.1201465
teaPot	0	40	0	4.183923	0.2961718	-3.530147
knife	0	30	0	1.833923	1.220172	-0.2501465
mixer	0	20	0	4.013923	0.2061719	-0.3401465
bread	0	0	0	4.203923	1.496172	-4.180141
glassContainer	0	0	0	0.1839225	1.806172	-0.6001465
mug	0	50	0	0.2239225	1.266172	-0.442108
dishes	90	0	0	0.2439227	1.806172	-2.407146
towel	0	60	0	3.373923	1.166172	-2.100147
toy	0	60	0	1.263923	1.926172	-0.1101465
bookPile	0	0	0	0.9939226	0.3261719	-4.920146
umbrella	0	20	0	0.2439227	1.212172	-2.390146
hat	90	0	0	2.773923	0.9061718	-2.820147
helmet	0	60	0	3.033923	0.2661719	-4.930146
calendar	0	60	0	4.083922	1.236172	-2.150146
fan	0	60	0	1.233923	1.390172	-0.2301465
