microwave	0	90	0	0.3839226	1.416172	-2.020146
kitchenRoll	0	30	0	4.203923	1.606172	-4.230143
saucepan	0	0	0	3.373923	1.166172	-2.100147
toaster	0	60	0	0.1789228	1.806172	-2.519731
fruitBowl	0	0	0	3.033923	0.1961719	-4.930146
teaPot	0	40	0	0.2124771	1.316172	-0.5152695
knife	0	30	0	0.6339226	1.206172	-0.1201465
mixer	0	0	0	1.233923	1.220172	-0.2301465
bread	0	0	0	0.9939226	0.2661719	-4.920146
glassContainer	0	0	0	4.013923	0.1961719	-0.3401465
mug	0	0	0	1.833923	1.250172	-0.2501465
dishes	90	0	0	2.773923	0.8561718	-2.830147
towel	0	30	0	0.3839226	0.9261718	-3.780147
toy	0	70	0	4.183923	0.3161718	-3.510147
bookPile	0	30	0	0.1839225	1.886172	-0.6001465
umbrella	0	20	0	4.083922	1.156172	-2.150146
hat	2490	190	130	0.2298894	1.289623	-2.377851
helmet	0	0	80	0.3739224	1.270172	-1.220146
calendar	0	70	0	0.4939226	2.036172	-4.950147
fan	0	60	0	1.263923	1.996172	-0.1101465
