microwave	0	90	0	0.3839226	1.416172	-2.020146
kitchenRoll	0	40	0	0.3914633	1.006172	-3.852556
saucepan	0	20	0	0.2439227	1.816172	-2.407146
toaster	0	50	0	4.013923	0.2061719	-0.3401465
fruitBowl	0	0	0	3.373923	1.156172	-2.100147
teaPot	0	0	0	3.033923	0.3061718	-4.930146
knife	1840	1590	1270	0.1925429	1.844475	-0.6051111
mixer	0	0	0	4.203923	1.506172	-4.12014
bread	0	0	0	0.9939226	0.2661719	-4.920146
glassContainer	0	0	0	0.1939225	1.216172	-0.4901464
mug	0	0	0	1.833923	1.250172	-0.2501465
dishes	90	0	0	0.2039225	1.200172	-1.330146
towel	0	50	0	0.6439226	1.246172	-0.137467
toy	0	30	0	2.773923	0.9261718	-2.820147
bookPile	0	40	0	1.233923	1.270172	-0.2301465
umbrella	0	150	0	1.263923	1.796172	-0.1101465
hat	90	0	0	0.5039226	2.046172	-4.880145
helmet	0	20	0	4.083922	1.206172	-2.150146
calendar	0	0	0	0.2439227	1.302172	-2.390146
fan	0	0	0	4.183923	0.3761718	-3.530147
