22 20180509 114710 1 12 16 -96.742671 8926.053448
22 20180509 114710 2 1 3 100.000000 2924.094031
22 20180509 114710 3 9 12 -100.000000 4157.674778
22 20180509 114710 4 2 15 62.377850 6939.143886
22 20180509 114710 5 17 10 -87.785016 2791.913010
22 20180509 114710 6 2 8 98.534202 3655.016585
22 20180509 114710 7 9 4 -100.000000 2174.891884
22 20180509 114710 8 7 2 15.960912 4445.060661
22 20180509 114710 9 9 13 -12.540717 3821.899319
22 20180509 114710 10 19 13 -68.729642 4837.294116
22 20180509 114710 11 3 3 93.811075 2964.247655
22 20180509 114710 12 15 2 48.534202 6048.131165
22 20180509 114710 13 18 5 60.260586 4745.214167
22 20180509 114710 14 8 9 95.928339 5814.574916
22 20180509 114710 15 14 1 35.342020 3741.008078
22 20180509 114710 16 15 11 100.000000 3773.595485
22 20180509 114710 17 2 7 99.348534 4751.730937
22 20180509 114710 18 18 9 -82.410423 4449.096056
22 20180509 114710 19 5 6 -100.000000 2854.852609
22 20180509 114710 20 16 18 35.830619 4715.536844
22 20180509 114710 21 17 4 -100.000000 2150.303356
22 20180509 114710 22 4 5 -100.000000 4023.876121
22 20180509 114710 23 1 14 -51.954397 5579.985815
22 20180509 114710 24 4 10 -100.000000 2330.515577
22 20180509 114710 25 12 6 -99.837134 5304.745234
22 20180509 114710 26 6 18 94.136808 4510.259971
22 20180509 114710 27 13 7 92.996743 4437.308340
22 20180509 114710 28 15 15 100.000000 2431.063810
22 20180509 114710 29 14 11 100.000000 3022.321706
22 20180509 114710 30 1 11 -100.000000 3547.465185
22 20180509 114710 31 8 17 85.342020 3310.948276
22 20180509 114710 32 4 12 -91.530945 3067.843871
22 20180509 114710 33 20 6 20.684039 6914.459343
22 20180509 114710 34 14 4 81.107492 4561.515772
22 20180509 114710 35 12 5 62.214984 5988.484129
22 20180509 114710 36 18 8 -88.436482 2828.473777
22 20180509 114710 37 19 7 -63.843648 4262.299500
22 20180509 114710 38 13 9 40.065147 5407.738492
22 20180509 114710 39 6 19 100.000000 4537.170245
22 20180509 114710 40 19 10 -100.000000 1960.739355
22 20180509 114710 41 6 8 100.000000 3738.503391
22 20180509 114710 42 20 2 -9.446254 3029.328033
22 20180509 114710 43 13 3 30.293160 4193.793402
22 20180509 114710 44 5 16 -100.000000 1650.387715
22 20180509 114710 45 20 19 100.000000 5225.682230
22 20180509 114710 46 8 20 91.042345 4009.757572
22 20180509 114710 47 7 19 -37.133550 5586.520366
22 20180509 114710 48 3 1 89.902280 4182.783684
22 20180509 114710 49 17 16 -100.000000 3074.635647
22 20180509 114710 50 10 20 33.876221 4543.831630
22 20180509 114710 51 11 18 100.000000 2819.937136
22 20180509 114710 52 10 15 59.771987 4720.061797
22 20180509 114710 53 16 1 -100.000000 4890.474168
22 20180509 114710 54 5 13 14.657980 4686.865506
22 20180509 114710 55 3 17 -53.094463 6269.280935
22 20180509 114710 56 10 14 84.853420 3869.235100
22 20180509 114710 57 11 17 91.530945 4700.288638
22 20180509 114710 58 7 20 12.703583 5094.863594
22 20180509 114710 59 16 12 -73.289902 3949.217162
22 20180509 114710 60 11 14 100.000000 2971.641995
