10 20180425 113708 1 20 0 50.488599 3828.362272
10 20180425 113708 2 1 0 99.022801 5133.431561
10 20180425 113708 3 2 0 100.000000 2758.235975
10 20180425 113708 4 4 0 100.000000 1571.121221
10 20180425 113708 5 8 0 75.407166 4659.822320
10 20180425 113708 6 18 0 -98.534202 4104.753427
10 20180425 113708 7 16 0 -49.511401 4913.587857
10 20180425 113708 8 5 0 94.788274 5622.385066
10 20180425 113708 9 17 0 -98.697068 4710.721466
10 20180425 113708 10 19 0 69.706840 6733.243561
10 20180425 113708 11 11 0 89.576547 4407.580779
10 20180425 113708 12 7 0 100.000000 2143.514743
10 20180425 113708 13 13 0 100.000000 3487.665399
10 20180425 113708 14 14 0 -29.478827 4455.557189
10 20180425 113708 15 6 0 98.045603 2972.090777
10 20180425 113708 16 12 0 100.000000 2144.658628
10 20180425 113708 17 3 0 100.000000 2042.073645
10 20180425 113708 18 15 0 0.325733 6095.403201
10 20180425 113708 19 10 0 100.000000 2772.663945
10 20180425 113708 20 9 0 89.902280 3781.250790
