47 20180612 144140 1 7 13 141.583300 4 74.166670 7 324.083330 14707.834243 14700.123413 2 0 1972.849897 1965.354805 3 3 2 1
47 20180612 144140 2 19 20 198.333300 8 290.916670 1 276.250000 4452.168752 4444.938788 2 1 784.245330 776.445598 2 3 1 2
47 20180612 144140 3 13 14 184.166700 12 163.000000 5 145.083330 4384.915617 4377.190168 2 0 1054.286376 1046.503238 1 3 2 1
47 20180612 144140 4 9 15 111.500000 1 215.583330 18 278.750000 3164.468860 3156.967445 1 1 824.745462 817.172925 1 1 2 3
47 20180612 144140 5 1 19 256.750000 18 165.333330 20 231.833330 3315.223387 3307.615289 1 1 3247.862383 3237.627506 2 1 2 3
47 20180612 144140 6 2 17 330.750000 20 335.833330 19 348.250000 2671.050822 2663.483027 1 1 935.278420 927.768708 1 1 2 3
47 20180612 144140 7 11 3 379.250000 14 348.833330 17 365.583330 3164.833953 3157.427764 3 0 761.522189 754.110072 3 1 3 2
47 20180612 144140 8 16 8 163.666700 7 124.166670 14 155.083330 6181.797384 6173.991329 3 1 906.890001 899.124249 3 3 2 1
47 20180612 144140 9 12 10 44.500000 13 116.500000 12 155.583330 5233.463303 5224.160521 3 1 774.812158 766.798269 1 2 3 1
47 20180612 144140 10 14 12 230.500000 17 284.500000 11 253.833330 1675.607779 1667.457967 2 1 1351.305250 1343.609435 1 2 1 3
47 20180612 144140 11 17 6 129.416700 11 120.250000 13 27.750000 3580.247948 3572.772611 3 1 911.476591 903.503400 1 3 2 1
47 20180612 144140 12 18 9 141.250000 6 154.083330 2 153.166670 5209.933319 5178.831984 2 1 1935.261034 1927.651356 0 3 1 2
47 20180612 144140 13 15 1 167.166700 2 161.166670 8 211.583330 4618.518794 4610.002703 3 1 758.193670 750.624295 0 3 2 1
47 20180612 144140 14 10 7 282.500000 19 321.000000 3 302.166670 3436.870766 3429.355918 2 0 800.191714 792.543709 3 2 3 1
47 20180612 144140 15 3 2 369.833300 3 317.583330 15 226.000000 6094.837478 6087.229775 2 1 1416.211748 1408.494201 2 2 1 3
47 20180612 144140 16 8 18 203.166700 9 261.916670 16 52.250000 6684.709442 6677.021529 2 0 476.439987 467.547344 3 1 3 2
47 20180612 144140 17 6 5 160.166700 15 254.333330 4 53.666670 2538.602354 2531.070120 3 0 1168.609751 1161.151405 3 2 1 3
47 20180612 144140 18 20 16 106.833300 5 310.500000 6 138.750000 3637.001868 3629.072535 2 0 637.105786 629.689718 1 1 2 3
47 20180612 144140 19 4 4 39.750000 16 59.750000 10 46.833330 2277.344898 2269.965972 2 1 704.766688 697.363659 1 2 1 3
47 20180612 144140 20 5 11 130.000000 10 111.750000 9 273.833330 2247.575524 2239.850074 1 0 1614.403585 1606.908888 3 2 1 3
