34 20180522 134727 1 13 14 184.166700 12 163.000000 5 145.083330 13185.250439 13177.762061 2 0 1681.011753 1673.618599 3 2 3 1
34 20180522 134727 2 17 6 129.416700 11 120.250000 13 27.750000 5954.268814 5946.753172 1 1 1550.937529 1542.905461 2 1 3 2
34 20180522 134727 3 6 5 160.166700 15 254.333330 4 53.666670 3710.534582 3703.302244 1 1 1241.176203 1233.913440 2 1 3 2
34 20180522 134727 4 3 2 369.833300 3 317.583330 15 226.000000 4351.152081 4343.656590 1 0 1798.608771 1790.912557 1 2 1 3
34 20180522 134727 5 20 16 106.833300 5 310.500000 6 138.750000 4244.496030 4236.946012 2 0 1011.788901 1004.236513 1 1 3 2
34 20180522 134727 6 8 18 203.166700 9 261.916670 16 52.250000 2011.759267 2004.433284 2 1 689.334237 681.946615 1 2 1 3
34 20180522 134727 7 7 13 141.583300 4 74.166670 7 324.083330 4148.841004 4140.952761 3 1 975.319408 967.778873 1 2 3 1
34 20180522 134727 8 1 19 256.750000 18 165.333330 20 231.833330 4048.670509 4041.552756 2 1 576.256641 568.260133 2 2 1 3
34 20180522 134727 9 16 8 163.666700 7 124.166670 14 155.083330 5388.157757 5380.268328 2 0 725.796618 718.251737 2 1 3 2
34 20180522 134727 10 4 4 39.750000 16 59.750000 10 46.833330 2990.414307 2981.451328 3 1 655.238645 647.537690 1 2 3 1
34 20180522 134727 11 18 9 141.250000 6 154.083330 2 153.166670 2458.960312 2451.658827 3 1 816.921159 809.077960 1 2 3 1
34 20180522 134727 12 14 12 230.500000 17 284.500000 11 253.833330 3421.663035 3413.425502 3 0 972.337412 964.572447 3 2 1 3
34 20180522 134727 13 10 7 282.500000 19 321.000000 3 302.166670 3195.382983 3187.889073 3 1 412.450733 405.038613 2 2 3 1
34 20180522 134727 14 19 20 198.333300 8 290.916670 1 276.250000 2093.925175 2086.169299 1 1 1046.939473 1039.263411 1 1 3 2
34 20180522 134727 15 5 11 130.000000 10 111.750000 9 273.833330 2301.288300 2294.020005 1 1 1255.753490 1248.047004 1 1 3 2
34 20180522 134727 16 11 3 379.250000 14 348.833330 17 365.583330 2945.612451 2937.699315 3 0 868.001920 860.506035 3 1 2 3
34 20180522 134727 17 2 17 330.750000 20 335.833330 19 348.250000 2122.395791 2115.119989 2 1 443.987111 436.000482 1 2 1 3
34 20180522 134727 18 9 15 111.500000 1 215.583330 18 278.750000 3085.668282 3078.040425 2 1 685.248661 677.983132 2 3 1 2
34 20180522 134727 19 12 10 44.500000 13 116.500000 12 155.583330 7225.652201 7218.103763 2 1 866.405622 858.744179 3 3 1 2
34 20180522 134727 20 15 1 167.166700 2 161.166670 8 211.583330 3037.245121 3029.863426 2 1 730.992096 723.649518 1 2 1 3
