8 20180410 115939 1 15 2 100.000000 9686.885681
8 20180410 115939 2 9 12 -100.000000 4232.090221
8 20180410 115939 3 8 20 40.390879 13526.033525
8 20180410 115939 4 7 19 -19.706840 9967.644493
8 20180410 115939 5 10 14 0.162866 6526.319595
8 20180410 115939 6 14 1 -100.000000 3849.813423
8 20180410 115939 7 18 5 100.000000 1911.613559
8 20180410 115939 8 6 8 40.065147 14710.615239
8 20180410 115939 9 15 11 100.000000 8019.907525
8 20180410 115939 10 5 16 -100.000000 6140.024387
8 20180410 115939 11 1 3 100.000000 6982.845303
8 20180410 115939 12 11 14 49.837134 10359.079867
8 20180410 115939 13 9 13 -100.000000 4798.570995
8 20180410 115939 14 19 10 -100.000000 3022.759529
8 20180410 115939 15 2 8 100.000000 2698.465971
8 20180410 115939 16 3 1 50.814332 4741.679877
8 20180410 115939 17 16 12 -77.198697 2905.036328
8 20180410 115939 18 6 19 49.837134 18671.422114
8 20180410 115939 19 13 7 100.000000 3572.945000
8 20180410 115939 20 15 15 100.000000 2602.124502
8 20180410 115939 21 3 3 43.973941 2217.609327
8 20180410 115939 22 13 9 49.185668 5144.852010
8 20180410 115939 23 17 16 -100.000000 2050.437560
8 20180410 115939 24 3 17 -42.833876 6580.305763
8 20180410 115939 25 4 5 -100.000000 2979.003513
8 20180410 115939 26 20 6 7.328990 3166.229791
8 20180410 115939 27 7 20 30.293160 33447.623172
8 20180410 115939 28 20 2 65.472313 3960.938451
8 20180410 115939 29 4 10 -87.622150 1935.639856
8 20180410 115939 30 17 10 -72.312704 1416.310792
8 20180410 115939 31 5 13 -17.915309 2293.236428
8 20180410 115939 32 12 5 36.644951 3767.084760
8 20180410 115939 33 1 14 -15.635179 3112.099799
8 20180410 115939 34 19 7 30.944625 2401.087855
8 20180410 115939 35 11 17 23.127036 3301.060670
8 20180410 115939 36 8 9 40.553746 10959.213735
8 20180410 115939 37 2 15 -10.912052 4579.673564
8 20180410 115939 38 10 20 32.410423 7382.687727
8 20180410 115939 39 12 6 -55.700326 11726.352232
8 20180410 115939 40 13 3 39.739414 3535.953900
8 20180410 115939 41 20 19 71.661238 3077.726394
8 20180410 115939 42 5 6 -38.762215 2183.209054
8 20180410 115939 43 1 11 -65.472313 2598.259400
8 20180410 115939 44 16 18 56.514658 3698.028964
8 20180410 115939 45 12 16 -75.244300 5005.508422
8 20180410 115939 46 4 12 -70.846906 1459.463058
8 20180410 115939 47 9 4 -52.117264 6913.376207
8 20180410 115939 48 14 11 67.426710 3352.368293
8 20180410 115939 49 7 2 62.052117 4741.033059
8 20180410 115939 50 16 1 -34.201954 3616.022193
8 20180410 115939 51 2 7 76.058632 3055.166798
8 20180410 115939 52 8 17 32.084691 12535.972866
8 20180410 115939 53 18 8 33.387622 2538.257472
8 20180410 115939 54 19 13 -60.423453 2449.639884
8 20180410 115939 55 10 15 11.074919 4063.309905
8 20180410 115939 56 6 18 40.716612 2463.256642
8 20180410 115939 57 14 4 46.091205 5779.609001
8 20180410 115939 58 11 18 51.465798 2147.319164
8 20180410 115939 59 17 4 -26.710098 1459.455551
8 20180410 115939 60 18 9 17.263844 2789.169418
