1	340.75	129.583333333333	266.333333333333	9	11	3
2	342.333333333333	185.25	335.833333333333	2	5	20
3	322.666666666667	79.1666666666667	258.416666666667	14	10	1
4	144.083333333333	299.25	196.5	18	19	9
5	143.833333333333	38.1666666666667	210.166666666667	12	4	7
6	254.333333333333	254.333333333333	322.416666666667	15	15	8
7	141.583333333333	338.25	90.8333333333333	13	20	11
8	313.916666666667	210.666666666667	47.9166666666667	8	17	4
9	215.583333333333	21	67.5833333333333	1	16	6
10	70.6666666666667	101.333333333333	75.5	16	6	10
11	365.583333333333	378.666666666667	123	17	18	12
12	331.25	369	327.75	20	1	14
13	167.666666666667	163	290.333333333333	11	12	15
14	175.166666666667	255.333333333333	272.916666666667	7	9	5
15	78.25	108.083333333333	289.833333333333	10	14	18
16	202	163.666666666667	148.5	5	8	16
17	227.416666666667	189.083333333333	229.416666666667	19	3	17
18	154.083333333333	153.166666666667	36	6	2	13
19	91.3333333333333	158.833333333333	272.25	4	7	19
20	250.5	20.5833333333333	217	3	13	2
