1	190.25	349.833333333333	299.916666666667	7	8	2
2	325.166666666667	185.25	335.833333333333	1	5	20
3	317.583333333333	326	358.833333333333	3	19	7
4	66.75	39.75	46.8333333333333	12	4	10
5	216	216	130	15	15	11
6	69.8333333333333	115.833333333333	160.166666666667	6	12	5
7	324.583333333333	141.583333333333	195.5	19	13	8
8	203.166666666667	261.916666666667	324.5	18	9	3
9	92	21	111.5	11	16	15
10	295.5	282.5	312.25	8	7	1
11	348.833333333333	378.666666666667	359	14	18	19
12	50.8333333333333	80	116.5	16	6	13
13	200.666666666667	167.666666666667	224.5	2	11	17
14	272.916666666667	284.5	250.75	5	17	16
15	104	108.083333333333	215.833333333333	4	14	12
16	178.083333333333	176.833333333333	177.916666666667	20	3	6
17	77.5	77.5	168.666666666667	10	10	9
18	223.583333333333	177.166666666667	194.916666666667	17	1	18
19	89.6666666666667	206	91.3333333333333	13	2	4
20	259.916666666667	193.583333333333	82.1666666666667	9	20	14
