2	1	246	207.3802	231.2722	231.2722	hat	17	23.89204	0	1	1	0.3078865	1.281689	-4.039631
2	2	246	237.4712	268.2997	268.2997	kitchenRoll	2	30.82845	0	1	3	3.960755	1.609081	-5.530976
2	3	246	277.8949	334.5925	334.5925	saucepan	3	56.69763	0	1	2	3.168025	1.109515	-3.641678
2	4	246	334.9832	358.248	358.248	bread	9	23.26477	0	1	-999	0.9357703	0.2470123	-6.39929
2	5	246	358.9636	384.9897	384.9897	teaPot	6	26.02606	0	1	-999	0.1005499	1.326422	-2.064687
2	6	246	385.8384	412.3212	412.3212	umbrella	16	26.48282	0	1	-999	4.055662	1.115145	-3.675138
2	7	246	412.9231	435.5306	435.5306	mug	12	22.60748	0	1	-999	1.8334	1.253029	-1.868524
2	8	246	436.0557	452.2515	452.2515	dishes	10	16.19577	0	1	-999	2.729502	0.7942768	-4.426406
2	9	246	453.1794	477.6519	477.6519	toaster	4	24.47241	0	1	-999	0.1503514	1.916203	-3.950365
2	10	246	480.2985	507.3862	507.3862	bookPile	15	27.08777	0	1	-999	0.257403	1.876082	-2.260539
2	11	246	508.1901	542.9052	542.9052	glassContainer	11	34.71506	0	1	-999	4.158649	0.25	-1.716046
2	12	246	543.7977	657.2021	657.2021	fan	20	113.4045	0	1	-999	0.9169975	1.936082	-1.742823
2	13	246	660.0394	678.4805	678.4805	knife	7	18.44104	0	1	-999	0.5263951	1.213143	-1.723686
2	14	246	679.3185	708.4611	708.4611	helmet	18	29.14258	0	1	-999	0.2133662	1.297441	-2.677247
2	15	246	709.2637	752.3356	752.3356	calendar	19	43.0719	0	1	-999	0.3913461	1.951346	-6.393156
2	16	246	754.8695	783.7336	783.7336	microwave	1	28.86414	0	1	-999	0.2686956	1.427444	-3.412266
2	17	246	784.7369	799.5694	799.5694	towel	13	14.83246	0	1	-999	0.2923883	0.8375859	-5.347043
2	18	246	800.0843	819.7762	819.7762	toy	14	19.69189	0	1	-999	4.079836	0.3178602	-5.154764
2	19	246	820.3791	831.1021	831.1021	fruitBowl	5	10.72296	0	1	-999	2.747644	0.203125	-6.454736
