Camera (head) (UnityEngine.GameObject)	0	34301.23	-1.493465	2.994296	-2.473646	0.003389113	-0.2589303	-0.02163729
ControllerRight (UnityEngine.GameObject)	1	34301.23	2.477518	0.9489433	-6.102816	-0.1147158	-0.8009758	-0.06994437
Camera (head) (UnityEngine.GameObject)	0	34312.71	-1.483889	2.973482	-2.452452	0.003299838	-0.2611179	-0.02313128
ControllerRight (UnityEngine.GameObject)	1	34312.71	2.477716	0.9487148	-6.102548	-0.1146863	-0.8009363	-0.06999676
Camera (head) (UnityEngine.GameObject)	0	34324.36	-1.474577	2.957554	-2.433764	0.003212729	-0.2634314	-0.02435487
ControllerRight (UnityEngine.GameObject)	1	34324.36	2.477531	0.9486169	-6.102648	-0.1146487	-0.8009527	-0.06997813
Camera (head) (UnityEngine.GameObject)	0	34335.18	-1.466071	2.956186	-2.421801	0.00297555	-0.2653342	-0.02498334
ControllerRight (UnityEngine.GameObject)	1	34335.18	2.477356	0.9486136	-6.102675	-0.1145668	-0.8009678	-0.06997334
Camera (head) (UnityEngine.GameObject)	0	34345.43	-1.464193	2.959963	-2.41917	0.002820224	-0.2656657	-0.02505652
ControllerRight (UnityEngine.GameObject)	1	34345.43	2.477465	0.9485515	-6.102679	-0.1146984	-0.8009739	-0.06991386
Camera (head) (UnityEngine.GameObject)	0	34356.88	-1.468629	2.949273	-2.41833	0.003255042	-0.2659788	-0.02501292
ControllerRight (UnityEngine.GameObject)	1	34356.88	2.477338	0.9486364	-6.102676	-0.1145869	-0.800965	-0.06998979
Camera (head) (UnityEngine.GameObject)	0	34367.85	-1.481709	2.923749	-2.422353	0.004175621	-0.2650205	-0.0248965
ControllerRight (UnityEngine.GameObject)	1	34367.85	2.477283	0.9486369	-6.102709	-0.114637	-0.8009704	-0.06994464
Camera (head) (UnityEngine.GameObject)	0	34379.81	-1.495192	2.903483	-2.428778	0.00525856	-0.2647315	-0.02431575
ControllerRight (UnityEngine.GameObject)	1	34379.81	2.477378	0.9485647	-6.102661	-0.1147713	-0.8009437	-0.0699147
Camera (head) (UnityEngine.GameObject)	0	34390.68	-1.502183	2.889863	-2.430132	0.006298999	-0.266441	-0.02366077
ControllerRight (UnityEngine.GameObject)	1	34390.68	2.477345	0.9488624	-6.10257	-0.1147967	-0.8009585	-0.06994943
Camera (head) (UnityEngine.GameObject)	0	34402.09	-1.502523	2.885603	-2.427404	0.007203829	-0.2698591	-0.02289579
ControllerRight (UnityEngine.GameObject)	1	34402.09	2.477622	0.9487818	-6.102493	-0.114874	-0.8009295	-0.06998186
Camera (head) (UnityEngine.GameObject)	0	34412.73	-1.49643	2.885844	-2.418964	0.007799722	-0.2741235	-0.02243179
ControllerRight (UnityEngine.GameObject)	1	34412.73	2.477895	0.9487934	-6.102715	-0.1149054	-0.8009719	-0.06996126
Camera (head) (UnityEngine.GameObject)	0	34424.55	-1.487039	2.894795	-2.409853	0.008121716	-0.2786424	-0.02190918
ControllerRight (UnityEngine.GameObject)	1	34424.55	2.477751	0.9487669	-6.102797	-0.1147446	-0.8009825	-0.07001022
Camera (head) (UnityEngine.GameObject)	0	34435.38	-1.474536	2.904515	-2.397648	0.008264403	-0.283418	-0.02163739
ControllerRight (UnityEngine.GameObject)	1	34435.38	2.477798	0.948725	-6.10279	-0.1147603	-0.8009824	-0.07007979
Camera (head) (UnityEngine.GameObject)	0	34446.67	-1.460477	2.910272	-2.382658	0.008240237	-0.2879307	-0.02176582
ControllerRight (UnityEngine.GameObject)	1	34446.67	2.477864	0.9486156	-6.102622	-0.1147224	-0.8009602	-0.07006937
Camera (head) (UnityEngine.GameObject)	0	34458.09	-1.448994	2.924416	-2.373321	0.0083777	-0.2925597	-0.02116753
ControllerRight (UnityEngine.GameObject)	1	34458.09	2.477881	0.948672	-6.102596	-0.1147499	-0.8009354	-0.07011295
Camera (head) (UnityEngine.GameObject)	0	34468.74	-1.442512	2.928216	-2.366143	0.008923761	-0.2967087	-0.0204902
ControllerRight (UnityEngine.GameObject)	1	34468.74	2.477792	0.9487557	-6.10266	-0.11472	-0.8009642	-0.07011279
Camera (head) (UnityEngine.GameObject)	0	34480.05	-1.436558	2.934892	-2.360488	0.00949351	-0.3008389	-0.0195998
ControllerRight (UnityEngine.GameObject)	1	34480.05	2.477953	0.9487174	-6.102713	-0.114841	-0.8009756	-0.0700307
Camera (head) (UnityEngine.GameObject)	0	34491.96	-1.426633	2.954978	-2.354986	0.009948504	-0.3061776	-0.01819517
ControllerRight (UnityEngine.GameObject)	1	34491.96	2.477866	0.948839	-6.102702	-0.1147825	-0.8009673	-0.07003964
Camera (head) (UnityEngine.GameObject)	0	34502.38	-1.411343	2.977911	-2.344692	0.01046792	-0.31329	-0.01666547
ControllerRight (UnityEngine.GameObject)	1	34502.38	2.477618	0.9489396	-6.10277	-0.1147852	-0.8009685	-0.06995715
Camera (head) (UnityEngine.GameObject)	0	34514.07	-1.397029	2.998207	-2.3351	0.01077529	-0.3192766	-0.01545602
ControllerRight (UnityEngine.GameObject)	1	34514.07	2.477744	0.9488812	-6.102756	-0.1148641	-0.8009865	-0.06989222
Camera (head) (UnityEngine.GameObject)	0	34525.23	-1.381303	3.017323	-2.323683	0.0108926	-0.3250719	-0.01450359
ControllerRight (UnityEngine.GameObject)	1	34525.23	2.477632	0.9489614	-6.10277	-0.1147403	-0.8009893	-0.06999671
Camera (head) (UnityEngine.GameObject)	0	34536.47	-1.370719	3.040705	-2.319634	0.01110046	-0.3298496	-0.01300891
ControllerRight (UnityEngine.GameObject)	1	34536.47	2.47776	0.9489775	-6.102751	-0.1148185	-0.8009614	-0.06998058
Camera (head) (UnityEngine.GameObject)	0	34566.09	-1.356634	3.129827	-2.336724	0.01048709	-0.335944	-0.008346178
ControllerRight (UnityEngine.GameObject)	1	34566.09	2.477622	0.9487399	-6.102519	-0.1146899	-0.8009613	-0.07000475
Camera (head) (UnityEngine.GameObject)	0	34580.9	-1.321533	3.202474	-2.327327	0.008443377	-0.3429206	-0.006798755
ControllerRight (UnityEngine.GameObject)	1	34580.9	2.477563	0.9487808	-6.102574	-0.1147123	-0.8009462	-0.069948
Camera (head) (UnityEngine.GameObject)	0	34593.61	-1.297274	3.211805	-2.303636	0.008140468	-0.3494962	-0.006967391
ControllerRight (UnityEngine.GameObject)	1	34593.61	2.477319	0.9489552	-6.102594	-0.1146341	-0.8009931	-0.06996668
Camera (head) (UnityEngine.GameObject)	0	34603.46	-1.277461	3.210256	-2.280082	0.008168326	-0.3554138	-0.00734628
ControllerRight (UnityEngine.GameObject)	1	34603.46	2.477444	0.9488509	-6.102507	-0.1147321	-0.8009667	-0.06995939
Camera (head) (UnityEngine.GameObject)	0	34615.31	-1.270262	3.205658	-2.269174	0.00824023	-0.357672	-0.007698603
ControllerRight (UnityEngine.GameObject)	1	34615.31	2.47758	0.9488345	-6.102514	-0.1148387	-0.8009598	-0.06992861
Camera (head) (UnityEngine.GameObject)	0	34626.45	-1.261646	3.2136	-2.261839	0.007970266	-0.3598651	-0.007637072
ControllerRight (UnityEngine.GameObject)	1	34626.45	2.477429	0.9488545	-6.102559	-0.1147144	-0.8009902	-0.06991748
Camera (head) (UnityEngine.GameObject)	0	34640.63	-1.252062	3.217968	-2.252075	0.007781197	-0.3624184	-0.007729795
ControllerRight (UnityEngine.GameObject)	1	34640.63	2.477424	0.9488943	-6.102566	-0.1147264	-0.8009721	-0.06994144
Camera (head) (UnityEngine.GameObject)	0	34647.98	-1.238279	3.221048	-2.237708	0.007440587	-0.3656401	-0.008174926
ControllerRight (UnityEngine.GameObject)	1	34647.98	2.477586	0.9488923	-6.102741	-0.1147775	-0.8010217	-0.06985883
Camera (head) (UnityEngine.GameObject)	0	34659	-1.223473	3.230163	-2.224775	0.006885651	-0.3688307	-0.008460581
ControllerRight (UnityEngine.GameObject)	1	34659	2.477531	0.9489271	-6.102763	-0.1147356	-0.800988	-0.06997707
Camera (head) (UnityEngine.GameObject)	0	34670.12	-1.208573	3.245096	-2.214648	0.006221539	-0.3719752	-0.008429222
ControllerRight (UnityEngine.GameObject)	1	34670.12	2.477529	0.9489353	-6.102787	-0.1147544	-0.8010061	-0.06997903
Camera (head) (UnityEngine.GameObject)	0	34681.69	-1.20276	3.267422	-2.217468	0.005670791	-0.373156	-0.007556093
ControllerRight (UnityEngine.GameObject)	1	34681.69	2.477682	0.9488956	-6.1028	-0.1148191	-0.8010161	-0.06991875
Camera (head) (UnityEngine.GameObject)	0	34692.71	-1.200376	3.287981	-2.222933	0.005505398	-0.3744556	-0.006218354
ControllerRight (UnityEngine.GameObject)	1	34692.71	2.477501	0.9490713	-6.102833	-0.11471	-0.8010343	-0.06998862
Camera (head) (UnityEngine.GameObject)	0	34705.87	-1.201008	3.298569	-2.227155	0.005745471	-0.3756672	-0.005025925
ControllerRight (UnityEngine.GameObject)	1	34705.87	2.4775	0.9491052	-6.102848	-0.1147655	-0.8010054	-0.06999889
Camera (head) (UnityEngine.GameObject)	0	34714.29	-1.199739	3.303679	-2.226978	0.005982032	-0.3771302	-0.004305696
ControllerRight (UnityEngine.GameObject)	1	34714.29	2.477583	0.9490449	-6.102773	-0.1147309	-0.8010076	-0.0699292
Camera (head) (UnityEngine.GameObject)	0	34726.33	-1.200222	3.307774	-2.228194	0.00578235	-0.3767847	-0.004239812
ControllerRight (UnityEngine.GameObject)	1	34726.33	2.477375	0.9488985	-6.102953	-0.1147253	-0.8010296	-0.06991059
Camera (head) (UnityEngine.GameObject)	0	34737.5	-1.197631	3.316655	-2.228103	0.005367971	-0.3768267	-0.00421549
ControllerRight (UnityEngine.GameObject)	1	34737.5	2.477623	0.9488383	-6.102934	-0.1148254	-0.8010202	-0.06996605
Camera (head) (UnityEngine.GameObject)	0	34747.95	-1.192475	3.328148	-2.226717	0.004837629	-0.3773423	-0.004202846
ControllerRight (UnityEngine.GameObject)	1	34747.95	2.477662	0.9486592	-6.102615	-0.1148195	-0.8010172	-0.06992077
Camera (head) (UnityEngine.GameObject)	0	34760.06	-1.187275	3.335237	-2.223277	0.004533825	-0.3783511	-0.004196171
ControllerRight (UnityEngine.GameObject)	1	34760.06	2.477796	0.9488803	-6.10248	-0.1147863	-0.800985	-0.07008075
Camera (head) (UnityEngine.GameObject)	0	34770.85	-1.180895	3.33452	-2.215124	0.004604312	-0.3805187	-0.004236677
ControllerRight (UnityEngine.GameObject)	1	34770.85	2.477933	0.9487929	-6.102395	-0.1147919	-0.8009688	-0.07010567
Camera (head) (UnityEngine.GameObject)	0	34782.5	-1.174037	3.332599	-2.206255	0.004871232	-0.3832828	-0.004102446
ControllerRight (UnityEngine.GameObject)	1	34782.5	2.478152	0.9488488	-6.102609	-0.1148843	-0.801016	-0.07005975
Camera (head) (UnityEngine.GameObject)	0	34792.56	-1.168117	3.325358	-2.195743	0.005174379	-0.3857225	-0.0042837
ControllerRight (UnityEngine.GameObject)	1	34792.56	2.477689	0.9487552	-6.102827	-0.1147566	-0.8010325	-0.06996125
Camera (head) (UnityEngine.GameObject)	0	34804.35	-1.165387	3.317249	-2.187968	0.005562951	-0.387441	-0.004408903
ControllerRight (UnityEngine.GameObject)	1	34804.35	2.477594	0.9488228	-6.102897	-0.1147903	-0.8010319	-0.06993101
Camera (head) (UnityEngine.GameObject)	0	34815.28	-1.17028	3.305674	-2.186852	0.006105344	-0.3872553	-0.004508665
ControllerRight (UnityEngine.GameObject)	1	34815.28	2.477753	0.9488233	-6.102976	-0.114836	-0.8010121	-0.06991524
Camera (head) (UnityEngine.GameObject)	0	34826.38	-1.180333	3.288169	-2.188094	0.007179014	-0.3869532	-0.004214396
ControllerRight (UnityEngine.GameObject)	1	34826.38	2.477671	0.948976	-6.102992	-0.1147768	-0.8010359	-0.06993883
Camera (head) (UnityEngine.GameObject)	0	34837.32	-1.192855	3.278244	-2.195558	0.008422142	-0.3867186	-0.003042948
ControllerRight (UnityEngine.GameObject)	1	34837.32	2.4777	0.948967	-6.102998	-0.1147931	-0.8010297	-0.06997158
Camera (head) (UnityEngine.GameObject)	0	34850.21	-1.203073	3.277953	-2.205467	0.009422828	-0.3868142	-0.001474742
ControllerRight (UnityEngine.GameObject)	1	34850.21	2.477694	0.9487544	-6.102549	-0.1147711	-0.8009858	-0.0699473
Camera (head) (UnityEngine.GameObject)	0	34860.35	-1.212369	3.283118	-2.21694	0.01016538	-0.3866723	0.0001624748
ControllerRight (UnityEngine.GameObject)	1	34860.35	2.477604	0.9488824	-6.102508	-0.1146909	-0.8009933	-0.07001182
Camera (head) (UnityEngine.GameObject)	0	34871.45	-1.219039	3.285129	-2.224423	0.01069165	-0.3865261	0.001220118
ControllerRight (UnityEngine.GameObject)	1	34871.45	2.477731	0.9488638	-6.102456	-0.1147213	-0.8009844	-0.07003773
Camera (head) (UnityEngine.GameObject)	0	34883.05	-1.225534	3.278105	-2.227702	0.01134556	-0.3863737	0.001731649
ControllerRight (UnityEngine.GameObject)	1	34883.05	2.47783	0.9488947	-6.102524	-0.1147972	-0.8009665	-0.06996711
Camera (head) (UnityEngine.GameObject)	0	34893.84	-1.228167	3.267837	-2.225403	0.01218845	-0.3876362	0.002226084
ControllerRight (UnityEngine.GameObject)	1	34893.84	2.477705	0.9489437	-6.102566	-0.1147315	-0.8009942	-0.06997504
Camera (head) (UnityEngine.GameObject)	0	34905	-1.227814	3.25829	-2.220309	0.01318373	-0.3900939	0.002950244
ControllerRight (UnityEngine.GameObject)	1	34905	2.477829	0.948925	-6.102531	-0.114784	-0.8009913	-0.06999394
Camera (head) (UnityEngine.GameObject)	0	34916.82	-1.224329	3.242293	-2.209371	0.01487268	-0.3947916	0.004094675
ControllerRight (UnityEngine.GameObject)	1	34916.82	2.477931	0.9488381	-6.102399	-0.1148251	-0.8009926	-0.06995843
Camera (head) (UnityEngine.GameObject)	0	34927.27	-1.224209	3.227925	-2.203203	0.01671808	-0.3989116	0.005705513
ControllerRight (UnityEngine.GameObject)	1	34927.27	2.477689	0.9485915	-6.102591	-0.1147486	-0.8010128	-0.06990921
Camera (head) (UnityEngine.GameObject)	0	34939.06	-1.225619	3.214764	-2.199128	0.01873723	-0.4029527	0.007677644
ControllerRight (UnityEngine.GameObject)	1	34939.06	2.477651	0.9485924	-6.102601	-0.1147937	-0.8009931	-0.06993073
Camera (head) (UnityEngine.GameObject)	0	34949.17	-1.233581	3.193146	-2.198623	0.02100309	-0.4053441	0.009416856
ControllerRight (UnityEngine.GameObject)	1	34949.17	2.47777	0.9485034	-6.102585	-0.1147945	-0.8010246	-0.06983985
Camera (head) (UnityEngine.GameObject)	0	34962	-1.23569	3.182385	-2.196214	0.02262489	-0.408086	0.01095016
ControllerRight (UnityEngine.GameObject)	1	34962	2.47755	0.9488335	-6.102522	-0.1147073	-0.8010079	-0.06991113
Camera (head) (UnityEngine.GameObject)	0	34971.65	-1.232838	3.17802	-2.191271	0.02331859	-0.4102779	0.0115778
ControllerRight (UnityEngine.GameObject)	1	34971.65	2.477506	0.9488948	-6.102538	-0.1146737	-0.8010169	-0.06994118
Camera (head) (UnityEngine.GameObject)	0	34983.81	-1.22318	3.176104	-2.180157	0.0238595	-0.4139414	0.01203828
ControllerRight (UnityEngine.GameObject)	1	34983.81	2.477608	0.9488494	-6.102502	-0.114684	-0.8010135	-0.06991123
Camera (head) (UnityEngine.GameObject)	0	34994.16	-1.209335	3.172435	-2.164544	0.02467792	-0.4191005	0.01267969
ControllerRight (UnityEngine.GameObject)	1	34994.16	2.477402	0.9487818	-6.102619	-0.114656	-0.8010146	-0.06991476
Camera (head) (UnityEngine.GameObject)	0	35004.8	-1.193444	3.178966	-2.15125	0.02537452	-0.4249291	0.0139996
ControllerRight (UnityEngine.GameObject)	1	35004.8	2.477428	0.9487408	-6.102608	-0.1146573	-0.8010342	-0.06994624
Camera (head) (UnityEngine.GameObject)	0	35015.97	-1.176356	3.19069	-2.139066	0.02632503	-0.4317212	0.01612744
ControllerRight (UnityEngine.GameObject)	1	35015.97	2.477566	0.948737	-6.102709	-0.1147865	-0.8010397	-0.06983948
Camera (head) (UnityEngine.GameObject)	0	35027.11	-1.151212	3.194571	-2.115544	0.02725203	-0.4399231	0.01730867
ControllerRight (UnityEngine.GameObject)	1	35027.11	2.477374	0.9489827	-6.102695	-0.114729	-0.8010469	-0.06986278
Camera (head) (UnityEngine.GameObject)	0	35038.5	-1.124297	3.196778	-2.089834	0.02773941	-0.4475423	0.01767453
ControllerRight (UnityEngine.GameObject)	1	35038.5	2.477353	0.9490225	-6.102698	-0.1147365	-0.8010159	-0.06992509
Camera (head) (UnityEngine.GameObject)	0	35050.13	-1.100878	3.194283	-2.065747	0.02842759	-0.454443	0.01794919
ControllerRight (UnityEngine.GameObject)	1	35050.13	2.477474	0.9490121	-6.102781	-0.114821	-0.8010353	-0.06982214
Camera (head) (UnityEngine.GameObject)	0	35061.58	-1.077372	3.192383	-2.042311	0.02943498	-0.4618727	0.01872167
ControllerRight (UnityEngine.GameObject)	1	35061.58	2.477289	0.9488599	-6.102939	-0.1147674	-0.8010545	-0.06987926
Camera (head) (UnityEngine.GameObject)	0	35073.18	-1.051566	3.197701	-2.019992	0.03047351	-0.4701218	0.02017933
ControllerRight (UnityEngine.GameObject)	1	35073.18	2.477283	0.9488309	-6.10295	-0.1146951	-0.8010654	-0.06985926
Camera (head) (UnityEngine.GameObject)	0	35084.04	-1.024231	3.205921	-1.997882	0.03151154	-0.4787618	0.02191518
ControllerRight (UnityEngine.GameObject)	1	35084.04	2.477312	0.9486865	-6.102762	-0.1146777	-0.8010538	-0.06985094
Camera (head) (UnityEngine.GameObject)	0	35095.07	-1.00009	3.22231	-1.982549	0.03214526	-0.4862567	0.02399019
ControllerRight (UnityEngine.GameObject)	1	35095.07	2.477451	0.948744	-6.102703	-0.1146982	-0.8010275	-0.06996956
Camera (head) (UnityEngine.GameObject)	0	35106.75	-0.9773928	3.241593	-1.970116	0.03276095	-0.4934714	0.02640623
ControllerRight (UnityEngine.GameObject)	1	35106.75	2.477384	0.9487844	-6.102746	-0.1146508	-0.8010488	-0.06997447
Camera (head) (UnityEngine.GameObject)	0	35119.36	-0.9557387	3.254959	-1.956289	0.0327864	-0.4992251	0.02744511
ControllerRight (UnityEngine.GameObject)	1	35119.36	2.477502	0.9487463	-6.102793	-0.114781	-0.8010166	-0.06988086
Camera (head) (UnityEngine.GameObject)	0	35128.66	-0.9382886	3.260041	-1.942827	0.03286704	-0.5037494	0.02781009
ControllerRight (UnityEngine.GameObject)	1	35128.66	2.477375	0.948845	-6.102835	-0.1147707	-0.8010396	-0.06995779
Camera (head) (UnityEngine.GameObject)	0	35139.42	-0.9239799	3.255157	-1.928103	0.03372053	-0.5083101	0.02832156
ControllerRight (UnityEngine.GameObject)	1	35139.42	2.477374	0.948814	-6.102833	-0.1147659	-0.8010195	-0.0699301
