5	1	848	105.158	119.1091	119.1091	helmet	18	13.95113	0	1	1	2.802191	0.8582766	-4.818189
5	2	848	119.6017	135.4387	135.4387	microwave	1	15.83698	0	1	3	1.994063	1.384842	-2.158932
5	3	848	136.0532	159.0396	159.0396	mixer	8	22.9864	0	1	2	4.14553	1.113645	-3.991784
5	4	848	161.1739	185.4451	185.4451	calendar	19	24.27124	0	1	-999	1.317541	1.201967	-2.146435
5	5	848	186.2398	215.2901	215.2901	bread	9	29.05031	0	1	-999	3.006231	0.2000658	-6.691237
5	6	848	215.815	234.8936	234.8936	fruitBowl	5	19.07863	0	1	-999	0.3249958	1.809329	-4.341798
5	7	848	235.936	251.8368	251.8368	mug	12	15.90082	0	1	-999	1.022243	0.2930084	-6.736431
5	8	848	252.5296	276.7353	276.7353	toaster	4	24.20575	0	1	-999	1.26094	1.916082	-2.073384
5	9	848	277.3263	292.4621	292.4621	fan	20	15.1358	0	1	-999	3.396087	1.243645	-3.82802
5	10	848	293.1194	328.0692	328.0692	knife	7	34.94983	0	1	-999	0.6415967	1.213209	-2.067482
5	11	848	329.2203	347.1363	347.1363	umbrella	16	17.91599	0	1	-999	0.3791077	1.807583	-2.645087
5	12	848	348.3322	370.1004	370.1004	teaPot	6	21.76828	0	1	-999	3.99565	0.31625	-2.248611
5	13	848	372.7704	395.2887	395.2887	bookPile	15	22.51828	0	1	-999	0.2951889	1.279617	-2.477295
5	14	848	395.7359	417.8071	417.8071	towel	13	22.07126	0	1	-999	0.4164165	1.987231	-6.831714
5	15	848	418.0747	455.9612	455.9612	hat	17	37.88654	0	1	-999	0.2818162	1.304444	-3.286758
5	16	848	456.3418	468.0936	468.0936	glassContainer	11	11.75183	0	1	-999	4.276204	0.25	-5.59241
5	17	848	468.8848	482.345	482.345	toy	14	13.46021	0	1	-999	4.070976	1.621506	-6.075238
5	18	848	482.9131	504.6829	504.6829	kitchenRoll	2	21.76974	0	1	-999	0.3316234	1.312402	-4.229013
5	19	848	505.4438	519.0945	519.0945	saucepan	3	13.65076	0	1	-999	0.4162788	1.244568	-3.827379
5	20	848	519.6835	541.1971	541.1971	dishes	10	21.51367	0	1	-999	0.4251783	0.8067633	-5.729542
