1	1	111	66746.16	66791.32	66791.32	bread	9	45.15625	0	1	1	2.108924	1.207033	-3.204806
1	2	111	66793.02	66869.16	66869.16	kitchenRoll	2	76.14844	0	1	-999	1.27907	0.3054348	-7.336
1	3	111	66872.88	66910.71	66910.71	glassContainer	11	37.83594	0	1	3	0.5326016	1.856082	-3.542018
1	4	111	66911.75	66968.47	66968.47	mug	12	56.71875	0	1	2	1.680568	1.253029	-3.164001
1	5	111	66969.09	67016.2	67016.2	teaPot	6	47.10938	0	1	-999	0.8101714	0.31625	-7.243929
1	6	111	67022.09	67079.8	67079.8	toy	14	57.70313	0	1	-999	0.5839933	1.324827	-5.26173
1	7	111	67080.29	67146.47	67146.47	fruitBowl	5	66.17969	0	1	-999	4.394736	0.2068098	-6.452669
1	8	111	67147.23	67183.02	67183.02	knife	7	35.78906	0	1	-999	0.6158256	0.8103108	-6.688635
1	9	111	67183.8	67259.71	67259.71	hat	17	75.90625	0	1	-999	0.465649	1.880924	-5.327892
1	10	111	67260.26	67286.17	67286.17	calendar	19	25.91406	0	1	-999	0.9161754	1.203913	-3.120747
1	11	111	67288.25	67323.09	67323.09	fan	20	34.83594	0	1	-999	0.3199707	1.338107	-3.55207
1	12	111	67324.93	67343.62	67343.62	bookPile	15	18.6875	0	1	-999	4.379018	0.2699996	-3.102794
1	13	111	67344.49	67353.45	67353.45	mixer	8	8.960938	0	1	-999	3.046465	0.7942796	-5.741044
1	14	111	67354.21	67397.44	67397.44	helmet	18	43.22656	0	1	-999	3.131369	0.2639971	-7.230841
1	15	111	67397.92	67415.85	67415.85	umbrella	16	17.92969	0	1	-999	3.522629	1.115144	-4.994634
1	16	111	67416.88	67477.71	67477.71	microwave	1	60.82813	0	1	-999	0.5441425	1.427446	-4.763915
1	17	111	67478.77	67517.2	67517.2	dishes	10	38.42969	0	1	-999	1.48732	1.806079	-3.042598
1	18	111	67517.98	67565.67	67565.67	saucepan	3	47.69531	0	1	-999	3.916145	0.3150003	-6.764059
1	19	111	67570.54	67626.51	67626.51	towel	13	55.96875	0	1	-999	4.320299	1.144464	-5.031067
1	20	111	67627.13	67724.45	67724.45	toaster	4	97.3125	0	1	-999	0.63138	1.359568	-4.137818
