1	129.583333333333	16.8333333333333	165.333333333333	11	13	18
2	298.666666666667	328.666666666667	146	18	14	10
3	297.5	83.75	358.833333333333	17	16	7
4	66.75	144.083333333333	101.416666666667	12	18	15
5	286.166666666667	273.833333333333	41.1666666666667	8	9	16
6	324.666666666667	177.166666666667	319.916666666667	3	11	9
7	324.583333333333	291.583333333333	369.166666666667	19	17	14
8	261.916666666667	233.083333333333	299.416666666667	9	15	2
9	33.0833333333333	33.0833333333333	95.4166666666667	4	4	5
10	70.6666666666667	101.333333333333	102.833333333333	16	6	12
11	373.833333333333	379.25	302.333333333333	7	3	8
12	116.5	359.5	312.25	13	19	3
13	228.5	145.083333333333	221.166666666667	1	5	20
14	272.916666666667	175.166666666667	281.916666666667	5	7	4
15	78.25	78.25	287.833333333333	10	10	17
16	155.083333333333	172.416666666667	152.75	14	2	1
17	159.25	164.25	129.416666666667	2	8	6
18	187.416666666667	181.583333333333	216.333333333333	15	20	19
19	70.3333333333333	276.25	154.583333333333	6	1	11
20	193.583333333333	97.5	20.5833333333333	20	12	13
